RecordID,StudentID,StudentName,Gender,Level,Department,CourseCode,CourseTitle,ExamDate,ExamStart,DurationMin,NumQuestions,Location,Seat,Invigilator,MalpracticeType,Evidence,ReportDetails,Penalty,Outcome,Grade
308,U2021/701568,Precious Odeyemi,Male,400,Political Science,IFT212,Systems Programming,2025-04-18,12:00,150,40,Main Hall A,H47,Mrs. P. Lawal,Impersonation,Yes,Notes found under question paper,Suspension (1 semester),Confirmed,E
309,U2021/239158,Esther Adesina,Male,400,Statistics,MAC201,News Writing,2024-04-10,15:45,90,25,Sports Complex Hall,B02,Dr. L. Ekanem,Bribery attempt,Yes,Identical answers with neighbor,Expulsion (severe cases),Confirmed,C
310,U2020/503575,Sani Oluwole,Male,100,Mass Communication,ECO202,Macro Economics,2025-04-19,10:45,90,50,Science LT1,G49,Dr. R. Hassan,Disorderly conduct,Yes,Verbal threat reported by invigilator,Expulsion (severe cases),Pending,E
311,U2022/283781,Hussein Ogunlade,Male,100,Microbiology,IFT212,Systems Programming,2024-12-09,08:30,60,25,Old Hall,M50,Prof. H. Danladi,Unauthorized material (calculator),Yes,Whispering repeatedly despite warnings,Score Cancelled + Repeat Course,Confirmed,F
312,U2020/490923,Miriam Ogunmodede,Female,100,Physics,IFT211,Computer Organization & Architecture,2025-05-04,11:15,120,50,Old Hall,J54,Mrs. K. Adeyemi,Copying from neighbor,Yes,Raised voice; disrupted hall,Score Cancelled (0),Confirmed,F
313,U2020/272769,Opeyemi Udoh,Male,300,Mass Communication,SOC203,Social Research Methods,2025-01-11,09:15,150,25,New Hall,C56,Prof. H. Danladi,Use of mobile phone,Yes,Offered inducement after paper,Score Cancelled (0),Pending,F
314,U2020/123107,Funke Osemeke,Female,300,Economics,CSC101,Introduction to Computer Science,2025-07-08,10:45,120,60,Engineering LT,K22,Mrs. J. Obi,Disorderly conduct,Yes,Raised voice; disrupted hall,Score Cancelled (0),Pending,E
315,U2021/470274,Salihu Ekanem,Male,400,Mass Communication,EEE203,Circuit Theory,2024-11-07,10:30,90,50,CBN Annex,C46,Mrs. P. Lawal,Impersonation,Yes,Identical answers with neighbor,Warning,Cleared (insufficient evidence),D
316,U2020/797883,Favour Kehinde,Male,200,Electrical Engineering,CSC401,Distributed Systems,2024-08-31,09:00,120,40,Science LT2,H35,Mr. T. Okeke,Disorderly conduct,Yes,Offered inducement after paper,Suspension (2 semesters),Pending,D
317,U2022/778684,Paul Adesina,Female,400,Sociology,CSC101,Introduction to Computer Science,2025-05-26,10:45,120,40,Science LT1,N37,Mr. T. Okeke,Cheat notes/crib,No,Verbal threat reported by invigilator,Suspension (2 semesters),Confirmed,F
318,U2023/474754,Abdul Iwuanyanwu,Male,300,Mathematics,ECO202,Macro Economics,2024-04-25,15:00,90,25,CBN Annex,L13,Dr. B. Yakubu,Copying from neighbor,Yes,Offered inducement after paper,Score Cancelled (0),Confirmed,D
319,U2020/799155,Joy Garba,Male,200,Computer Science,MTH101,Calculus I,2024-03-26,16:45,60,60,Engineering LT,F25,Mrs. J. Obi,Impersonation,Yes,Notes found under question paper,Suspension (1 semester),Confirmed,D
320,U2023/246347,Oluwaseun Ogunjimi,Male,300,Mass Communication,BIO203,Biochemistry I,2025-07-28,09:15,150,60,Auditorium,D20,Dr. L. Ekanem,Disorderly conduct,Yes,Offered inducement after paper,Suspension (1 semester),Confirmed,F
321,U2021/295041,Ruth Adesina,Female,400,Information Technology,CSC301,Operating Systems,2024-01-07,14:30,150,40,Main Hall A,E54,Dr. B. Yakubu,Bribery attempt,Yes,Identical answers with neighbor,Suspension (2 semesters),Confirmed,E
322,U2021/615780,Sani Adegoke,Male,200,Computer Science,ECO202,Macro Economics,2024-01-03,10:30,120,60,Main Hall A,B49,Dr. R. Hassan,Use of mobile phone,Yes,Raised voice; disrupted hall,Score Cancelled (0),On Appeal,F
323,U2021/709908,Bimbo Ogunyemi,Female,300,Microbiology,CSC301,Operating Systems,2025-05-07,14:30,150,25,New Hall,M09,Mrs. J. Obi,Exam script exchange,Yes,Whispering repeatedly despite warnings,Score Cancelled + Repeat Course,Confirmed,B
324,U2024/889188,Ada Oyeniyi,Female,400,Physics,BIO203,Biochemistry I,2024-12-30,08:30,120,25,Science LT2,L52,Dr. R. Hassan,Bribery attempt,Yes,Identical answers with neighbor,Suspension (2 semesters),Confirmed,F
325,U2020/328459,Bankole Iwu,Male,100,Biochemistry,BIO203,Biochemistry I,2024-12-26,10:00,90,50,CBN Hall,N58,Mrs. P. Lawal,Exam script exchange,Yes,Verbal threat reported by invigilator,Score Cancelled (0),Confirmed,F
326,U2023/726680,Musa Ogunmola,Male,100,Economics,EEE203,Circuit Theory,2025-04-16,09:00,90,25,Science LT1,A48,Mrs. K. Adeyemi,Disorderly conduct,Yes,Name on script mismatched ID card,Score Cancelled (0),Confirmed,C
327,U2020/305888,Uche Ojo,Male,200,Business Administration,CSC307,Database Systems,2024-05-08,11:15,60,60,New Hall,B59,Dr. R. Hassan,Use of mobile phone,Yes,Notes found under question paper,Score Cancelled + Repeat Course,Confirmed,B
328,U2024/464733,Esther Ogunbote,Male,100,Statistics,CSC101,Introduction to Computer Science,2024-05-06,11:15,90,50,Old Hall,K05,Mrs. K. Adeyemi,Cheat notes/crib,Yes,Verbal threat reported by invigilator,Score Cancelled + Repeat Course,Confirmed,F
329,U2023/484264,Hannah Ogunyinka,Male,200,Mathematics,EEE203,Circuit Theory,2024-07-15,12:15,180,25,New Hall,L07,Mr. T. Okeke,Use of mobile phone,No,Scripts exchanged mid-exam,Score Cancelled + Repeat Course,On Appeal,F
330,U2022/684195,Joseph Okon,Male,200,Biochemistry,ACC201,Financial Accounting,2024-08-21,14:00,120,25,Science LT2,H08,Mr. C. Nnaji,Disorderly conduct,Yes,Identical answers with neighbor,Score Cancelled + Repeat Course,Pending,E
331,U2022/288006,Emeka Ogunmuyiwa,Female,400,Mechanical Engineering,PHY102,General Physics II,2025-07-21,14:30,150,40,Sports Complex Hall,B26,Dr. L. Ekanem,Use of mobile phone,No,Offered inducement after paper,Suspension (1 semester),Confirmed,F
332,U2023/228725,Funke Ogunleke,Female,100,Electrical Engineering,CSC301,Operating Systems,2025-02-08,14:00,90,25,Science LT1,N46,Dr. B. Yakubu,Exam script exchange,No,Verbal threat reported by invigilator,Suspension (1 semester),Pending,D
333,U2021/131167,Tolu Okoye,Male,300,Mass Communication,MAC201,News Writing,2025-02-18,15:30,90,60,New Hall,L02,Mr. T. Okeke,Use of mobile phone,Yes,Programmable calculator with stored notes,Score Cancelled (0),Confirmed,E
334,U2024/460307,Chiamaka Oyeniyi,Male,200,Business Administration,STA201,Probability Theory,2024-04-08,09:45,150,40,Main Hall A,G57,Mrs. K. Adeyemi,Copying from neighbor,Yes,Programmable calculator with stored notes,Score Cancelled + Repeat Course,Confirmed,E
335,U2023/611133,Kemi Udoh,Female,400,Mass Communication,MAC201,News Writing,2024-02-06,08:15,180,50,Sports Complex Hall,J44,Mrs. P. Lawal,Collusion/whispering,Yes,Verbal threat reported by invigilator,Expulsion (severe cases),Pending,E
336,U2022/164407,Amaka Ogunyinka,Male,200,Biochemistry,SOC203,Social Research Methods,2024-02-27,14:30,150,60,Auditorium,F23,Dr. B. Yakubu,Threat/harassment of invigilator,Yes,Notes found under question paper,Expulsion (severe cases),Confirmed,F
337,U2022/721314,Ngozi Nwachukwu,Male,400,Information Technology,STA201,Probability Theory,2025-03-14,13:30,150,50,Science LT1,B22,Mr. T. Okeke,Cheat notes/crib,Yes,Notes found under question paper,Expulsion (severe cases),Pending,E
338,U2024/509260,Blessing Ogunmokun,Male,400,Physics,CSC205,Data Structures,2025-03-08,16:45,120,25,New Hall,B45,Prof. H. Danladi,Disorderly conduct,Yes,Scripts exchanged mid-exam,Score Cancelled (0),Cleared (insufficient evidence),E
339,U2022/149840,Tochi Ogunmokun,Female,200,Microbiology,STA201,Probability Theory,2024-11-02,13:45,90,60,CBN Hall,K48,Mrs. K. Adeyemi,Use of mobile phone,Yes,Verbal threat reported by invigilator,Score Cancelled + Repeat Course,Confirmed,C
340,U2024/943187,Tochi Oguntona,Female,300,Information Technology,STA201,Probability Theory,2025-08-03,16:45,150,40,CBN Hall,G26,Dr. R. Hassan,Exam script exchange,Yes,Verbal threat reported by invigilator,Score Cancelled + Repeat Course,Confirmed,E
341,U2022/768914,Olamide Okonjo,Female,200,Sociology,SOC203,Social Research Methods,2024-01-20,16:15,180,60,CBN Annex,M41,Dr. A. Musa,Impersonation,Yes,Offered inducement after paper,Expulsion (severe cases),Confirmed,D
342,U2022/777424,Hauwa Okorie,Male,200,Mechanical Engineering,ECO202,Macro Economics,2024-06-03,12:45,150,50,Engineering LT,D08,Mr. T. Okeke,Use of mobile phone,Yes,Name on script mismatched ID card,Score Cancelled + Repeat Course,Confirmed,B
343,U2024/284533,Hussein Okon,Female,400,Mass Communication,PHY102,General Physics II,2025-07-27,14:45,60,40,Main Hall A,A56,Mrs. K. Adeyemi,Collusion/whispering,Yes,Scripts exchanged mid-exam,Score Cancelled + Repeat Course,Pending,E
344,U2024/796482,Seyi Oviawe,Female,400,Sociology,CSC301,Operating Systems,2025-01-07,09:45,90,40,New Hall,B16,Dr. B. Yakubu,Use of mobile phone,Yes,Student observed using phone camera,Score Cancelled (0),Confirmed,F
345,U2023/366659,Oluwaseun Oladipo,Female,300,Political Science,STA201,Probability Theory,2025-02-03,11:45,90,40,Old Hall,F45,Mrs. K. Adeyemi,Use of mobile phone,Yes,Scripts exchanged mid-exam,Score Cancelled (0),Cleared (insufficient evidence),E
346,U2020/824233,Femi Olowo,Female,200,Business Administration,MEE201,Thermodynamics,2024-05-28,13:45,120,50,Old Hall,G20,Mrs. J. Obi,Cheat notes/crib,Yes,Student observed using phone camera,Warning,On Appeal,E
347,U2023/762021,Favour Adegoke,Female,400,Economics,IFT211,Computer Organization & Architecture,2024-01-09,14:30,120,25,Main Hall A,E56,Mrs. K. Adeyemi,Impersonation,Yes,Raised voice; disrupted hall,Warning,On Appeal,E
348,U2022/575279,Sani Muhammad,Male,300,Mathematics,ACC201,Financial Accounting,2025-03-08,09:15,120,25,Sports Complex Hall,L12,Dr. L. Ekanem,Exam script exchange,Yes,Whispering repeatedly despite warnings,Suspension (1 semester),Confirmed,A
349,U2023/601602,Gloria Akinwale,Female,300,Accounting,IFT212,Systems Programming,2024-03-25,09:15,90,40,Auditorium,L38,Mrs. J. Obi,Threat/harassment of invigilator,Yes,Identical answers with neighbor,Expulsion (severe cases),Confirmed,D
350,U2023/307897,Ishaya Ogunbadejo,Male,300,Electrical Engineering,ACC201,Financial Accounting,2025-02-06,14:15,60,25,Engineering LT,K28,Dr. B. Yakubu,Bribery attempt,Yes,Identical answers with neighbor,Suspension (2 semesters),Confirmed,C
351,U2022/882702,Seun Okonkwo,Male,200,Microbiology,BIO203,Biochemistry I,2024-04-30,08:45,150,60,Engineering LT,D39,Prof. H. Danladi,Use of mobile phone,Yes,Identical answers with neighbor,Score Cancelled + Repeat Course,Pending,F
352,U2024/817506,Hussein Ekanem,Male,400,Electrical Engineering,IFT212,Systems Programming,2025-02-22,10:00,120,50,Main Hall A,H09,Mrs. J. Obi,Impersonation,Yes,Programmable calculator with stored notes,Score Cancelled (0),On Appeal,F
353,U2024/803375,Oluwatosin Okon,Male,400,Mathematics,MAC201,News Writing,2024-09-19,09:00,180,25,Science LT1,J40,Mr. C. Nnaji,Cheat notes/crib,Yes,Identical answers with neighbor,Score Cancelled + Repeat Course,Pending,F
354,U2021/194002,Favour Oviawe,Female,200,Sociology,BIO203,Biochemistry I,2025-07-26,08:15,120,40,Auditorium,E08,Mrs. J. Obi,Bribery attempt,Yes,Notes found under question paper,Expulsion (severe cases),Pending,F
355,U2023/900771,Bankole Ogunlade,Female,300,Mathematics,MEE201,Thermodynamics,2025-01-04,14:30,120,50,Main Hall A,D10,Dr. A. Musa,Bribery attempt,Yes,Name on script mismatched ID card,Score Cancelled (0),On Appeal,D
356,U2023/616935,Sade Ogunyemi,Male,300,Electrical Engineering,MEE201,Thermodynamics,2025-04-23,14:00,150,25,Science LT2,B14,Dr. R. Hassan,Disorderly conduct,Yes,Whispering repeatedly despite warnings,Suspension (1 semester),Confirmed,F
357,U2020/398090,Yusuf Okolo,Male,300,Microbiology,EEE203,Circuit Theory,2024-08-05,08:15,150,25,Engineering LT,F38,Mrs. K. Adeyemi,Impersonation,Yes,Scripts exchanged mid-exam,Expulsion (severe cases),Confirmed,C
358,U2022/867080,Janet Ogunjinmi,Male,400,Political Science,CSC301,Operating Systems,2025-05-06,15:30,180,25,CBN Hall,A52,Dr. R. Hassan,Exam script exchange,No,Scripts exchanged mid-exam,Score Cancelled + Repeat Course,Confirmed,F
359,U2023/398776,Hussein Ogunseye,Male,400,Information Technology,CSC301,Operating Systems,2025-02-12,12:15,90,60,Main Hall B,E32,Mr. C. Nnaji,Use of mobile phone,Yes,Identical answers with neighbor,Score Cancelled + Repeat Course,Pending,F
360,U2020/893237,Oma Nnaji,Male,200,Accounting,MIC301,Microbiology Techniques,2024-04-08,13:15,150,60,Engineering LT,L28,Mrs. K. Adeyemi,Unauthorized material (calculator),Yes,Notes found under question paper,Suspension (1 semester),Confirmed,E
361,U2021/233997,Yusuf Otedola,Male,200,Physics,ECO202,Macro Economics,2024-06-07,15:00,120,60,Old Hall,G19,Dr. B. Yakubu,Unauthorized material (calculator),Yes,Notes found under question paper,Score Cancelled + Repeat Course,Confirmed,E
362,U2020/219470,Gloria Ogunbowale,Female,100,Biochemistry,CSC205,Data Structures,2025-03-11,14:00,150,50,Auditorium,N12,Mr. C. Nnaji,Exam script exchange,Yes,Notes found under question paper,Suspension (1 semester),Pending,C
363,U2022/806120,Uche Oguntona,Male,300,Microbiology,PHY102,General Physics II,2025-04-10,15:30,120,40,Main Hall A,G08,Dr. A. Musa,Impersonation,Yes,Whispering repeatedly despite warnings,Suspension (1 semester),Confirmed,F
364,U2020/829842,Zainab Muhammad,Male,400,Political Science,ECO202,Macro Economics,2025-05-13,12:30,150,50,New Hall,L10,Prof. H. Danladi,Use of mobile phone,Yes,Programmable calculator with stored notes,Score Cancelled (0),Pending,F
365,U2023/608608,Nurudeen Ibrahim,Female,200,Information Technology,SOC203,Social Research Methods,2024-11-04,15:15,150,60,CBN Annex,D13,Dr. R. Hassan,Cheat notes/crib,Yes,Verbal threat reported by invigilator,Score Cancelled + Repeat Course,On Appeal,F
366,U2020/611177,Oge Ogunbanjo,Female,100,Accounting,MAC201,News Writing,2024-01-09,09:45,150,60,CBN Hall,M04,Mrs. P. Lawal,Threat/harassment of invigilator,Yes,Notes found under question paper,Expulsion (severe cases),Confirmed,E
367,U2021/592034,Miriam Ogunlana,Male,100,Business Administration,STA201,Probability Theory,2025-03-03,15:00,150,50,Old Hall,D38,Mrs. J. Obi,Disorderly conduct,Yes,Verbal threat reported by invigilator,Score Cancelled + Repeat Course,Pending,F
368,U2020/799459,Olamma Chukwu,Male,200,Sociology,ECO202,Macro Economics,2024-10-27,14:45,120,60,CBN Hall,C39,Dr. L. Ekanem,Collusion/whispering,Yes,Student observed using phone camera,Expulsion (severe cases),Pending,F
369,U2020/946007,Kelechi Ogunmola,Female,300,Mechanical Engineering,MEE201,Thermodynamics,2024-08-02,16:00,60,50,Main Hall B,K15,Mrs. K. Adeyemi,Copying from neighbor,Yes,Offered inducement after paper,Suspension (1 semester),Pending,D
370,U2020/211035,Opeyemi Okonjo,Male,300,Statistics,MTH101,Calculus I,2024-12-29,08:30,90,25,Old Hall,A33,Mrs. K. Adeyemi,Cheat notes/crib,No,Whispering repeatedly despite warnings,Suspension (1 semester),Confirmed,F
371,U2023/535945,Ihuoma Okafor,Male,300,Electrical Engineering,IFT212,Systems Programming,2024-10-26,15:45,60,40,New Hall,F19,Mrs. P. Lawal,Exam script exchange,Yes,Whispering repeatedly despite warnings,Score Cancelled (0),Pending,C
372,U2024/933206,Yusuf Nwosu,Male,400,Accounting,BIO203,Biochemistry I,2024-09-08,10:45,90,40,New Hall,C50,Dr. A. Musa,Unauthorized material (calculator),Yes,Offered inducement after paper,Suspension (1 semester),Confirmed,F
373,U2020/762288,Peter Ogunbowale,Female,300,Accounting,CSC301,Operating Systems,2025-02-15,10:45,60,60,Engineering LT,G57,Mrs. P. Lawal,Cheat notes/crib,Yes,Identical answers with neighbor,Suspension (2 semesters),Confirmed,F
374,U2023/831351,Miriam Ogunseye,Female,300,Computer Science,STA201,Probability Theory,2024-10-13,16:15,150,60,CBN Hall,E06,Dr. A. Musa,Impersonation,No,Offered inducement after paper,Suspension (1 semester),Confirmed,D
375,U2024/371256,Raphael Otedola,Female,300,Mechanical Engineering,CSC307,Database Systems,2024-04-05,16:30,180,50,Old Hall,B47,Dr. A. Musa,Collusion/whispering,Yes,Scripts exchanged mid-exam,Score Cancelled + Repeat Course,On Appeal,D
376,U2024/693071,Peter Nwankwo,Male,300,Information Technology,EEE203,Circuit Theory,2024-02-18,09:45,120,25,Science LT2,E19,Dr. B. Yakubu,Disorderly conduct,Yes,Whispering repeatedly despite warnings,Expulsion (severe cases),Pending,F
377,U2020/196729,Bimbo Ogunleke,Male,200,Information Technology,EEE203,Circuit Theory,2024-12-01,16:15,120,60,New Hall,D29,Mrs. K. Adeyemi,Use of mobile phone,Yes,Scripts exchanged mid-exam,Score Cancelled + Repeat Course,Confirmed,F
378,U2023/845695,Adeola Chukwu,Male,400,Political Science,MAC201,News Writing,2024-09-27,15:45,150,60,CBN Hall,H31,Dr. A. Musa,Unauthorized material (calculator),Yes,Whispering repeatedly despite warnings,Score Cancelled (0),Pending,F
379,U2022/417991,Fatima Ogunbanjo,Male,100,Microbiology,BIO203,Biochemistry I,2025-02-22,09:00,120,50,Auditorium,C51,Dr. B. Yakubu,Cheat notes/crib,Yes,Programmable calculator with stored notes,Score Cancelled + Repeat Course,Pending,B
380,U2022/693246,Adewale Ogunmola,Female,300,Mechanical Engineering,PHY102,General Physics II,2024-07-06,15:00,60,50,New Hall,M54,Dr. B. Yakubu,Use of mobile phone,No,Whispering repeatedly despite warnings,Suspension (1 semester),Confirmed,F
381,U2023/455465,Chiamaka Okon,Female,400,Statistics,EEE203,Circuit Theory,2025-04-05,15:15,120,25,Science LT1,L06,Mr. T. Okeke,Threat/harassment of invigilator,Yes,Notes found under question paper,Suspension (2 semesters),Confirmed,E
382,U2020/226126,Tunde Akpan,Male,100,Physics,PHY102,General Physics II,2025-07-26,09:15,180,25,Main Hall A,E51,Prof. H. Danladi,Threat/harassment of invigilator,Yes,Name on script mismatched ID card,Suspension (1 semester),Confirmed,F
383,U2021/535092,Amaka Oviawe,Female,400,Information Technology,POL204,Nigerian Government,2025-06-30,13:45,180,25,Engineering LT,E06,Mrs. K. Adeyemi,Disorderly conduct,No,Student observed using phone camera,Suspension (1 semester),Pending,E
384,U2020/847949,Bimbo Otedola,Female,200,Electrical Engineering,PHY102,General Physics II,2024-09-18,09:15,120,60,Main Hall B,F10,Mr. C. Nnaji,Collusion/whispering,Yes,Scripts exchanged mid-exam,Warning,Cleared (insufficient evidence),D
385,U2023/168637,Olamma Muhammad,Female,100,Mechanical Engineering,CSC303,Computer Networks,2024-09-02,11:45,180,60,Sports Complex Hall,D59,Dr. A. Musa,Use of mobile phone,Yes,Identical answers with neighbor,Suspension (1 semester),Pending,E
386,U2021/491438,Chiamaka Ogunbadejo,Male,100,Mechanical Engineering,POL204,Nigerian Government,2025-07-22,10:30,180,60,Old Hall,G59,Mrs. P. Lawal,Disorderly conduct,Yes,Raised voice; disrupted hall,Score Cancelled (0),Confirmed,B
387,U2021/713583,Khadija Ajayi,Male,300,Physics,ECO202,Macro Economics,2024-06-20,08:00,150,50,Auditorium,M35,Dr. B. Yakubu,Threat/harassment of invigilator,Yes,Student observed using phone camera,Expulsion (severe cases),Confirmed,D
388,U2022/766023,Ishaya Ogunmodede,Female,100,Political Science,MAC201,News Writing,2024-05-23,16:30,150,40,CBN Hall,L21,Mrs. J. Obi,Threat/harassment of invigilator,Yes,Name on script mismatched ID card,Suspension (1 semester),Confirmed,E
389,U2023/899502,Collins Akpan,Male,300,Computer Science,MIC301,Microbiology Techniques,2024-05-16,08:45,60,25,Sports Complex Hall,L05,Mrs. P. Lawal,Collusion/whispering,Yes,Notes found under question paper,Score Cancelled + Repeat Course,On Appeal,F
390,U2020/332281,Felix Ibrahim,Female,100,Accounting,ECO202,Macro Economics,2025-01-20,13:45,90,25,Sports Complex Hall,M23,Prof. H. Danladi,Use of mobile phone,Yes,Student observed using phone camera,Score Cancelled (0),On Appeal,F
391,U2023/216335,Opeyemi Ogunjinmi,Female,200,Mechanical Engineering,PHY102,General Physics II,2025-05-20,13:00,120,60,Auditorium,J13,Dr. B. Yakubu,Threat/harassment of invigilator,Yes,Verbal threat reported by invigilator,Suspension (1 semester),Pending,E
392,U2020/826648,Kunle Akpan,Female,200,Mathematics,CSC301,Operating Systems,2024-03-07,10:30,180,40,Sports Complex Hall,J57,Dr. L. Ekanem,Bribery attempt,Yes,Notes found under question paper,Suspension (1 semester),Pending,F
393,U2021/149246,Opeyemi Odeyemi,Female,300,Economics,CSC205,Data Structures,2025-02-20,12:00,180,60,Science LT2,A26,Prof. H. Danladi,Disorderly conduct,Yes,Scripts exchanged mid-exam,Expulsion (severe cases),Confirmed,C
394,U2020/129226,Olamma Oguntona,Male,100,Mathematics,POL204,Nigerian Government,2024-08-19,14:00,90,40,CBN Annex,N41,Mrs. J. Obi,Collusion/whispering,Yes,Identical answers with neighbor,Expulsion (severe cases),Pending,D
395,U2020/134963,Ruth Kalu,Male,200,Accounting,MEE201,Thermodynamics,2024-02-25,13:15,60,60,Auditorium,A59,Dr. L. Ekanem,Use of mobile phone,Yes,Notes found under question paper,Score Cancelled (0),Confirmed,D
396,U2024/925727,Tunde Ogunshola,Male,100,Information Technology,ACC201,Financial Accounting,2024-02-27,16:00,120,60,New Hall,G30,Mr. C. Nnaji,Unauthorized material (calculator),Yes,Verbal threat reported by invigilator,Score Cancelled (0),Confirmed,E
397,U2024/232101,Hassan Ezekiel,Female,100,Mass Communication,STA201,Probability Theory,2025-06-13,13:15,60,25,Science LT2,G31,Dr. B. Yakubu,Cheat notes/crib,Yes,Raised voice; disrupted hall,Score Cancelled (0),Pending,D
398,U2021/592331,Daniel Suleiman,Female,100,Computer Science,CSC307,Database Systems,2024-05-10,12:45,180,50,Science LT1,F01,Mrs. P. Lawal,Copying from neighbor,Yes,Verbal threat reported by invigilator,Score Cancelled (0),Confirmed,F
399,U2020/458143,Zainab Ogunwande,Female,100,Mechanical Engineering,CSC307,Database Systems,2025-06-03,16:00,150,50,New Hall,K45,Mrs. J. Obi,Impersonation,No,Verbal threat reported by invigilator,Suspension (2 semesters),Confirmed,E
400,U2021/589199,Oluwatimilehin Oshodi,Male,300,Economics,STA201,Probability Theory,2024-12-02,10:00,150,25,New Hall,M50,Mrs. J. Obi,Disorderly conduct,Yes,Programmable calculator with stored notes,Score Cancelled (0),Pending,D
401,U2022/146037,Amaka Aliyu,Male,100,Accounting,CSC401,Distributed Systems,2024-01-11,09:30,60,25,Science LT1,C15,Dr. R. Hassan,Collusion/whispering,Yes,Whispering repeatedly despite warnings,Suspension (2 semesters),Pending,D
402,U2020/454820,Ogechi Danladi,Female,200,Electrical Engineering,SOC203,Social Research Methods,2024-07-19,08:15,120,25,CBN Hall,F52,Mrs. J. Obi,Cheat notes/crib,Yes,Whispering repeatedly despite warnings,Expulsion (severe cases),Pending,F
403,U2024/550405,Hassan Obi,Male,400,Sociology,MIC301,Microbiology Techniques,2024-03-07,09:15,90,40,CBN Annex,K13,Mrs. P. Lawal,Impersonation,Yes,Identical answers with neighbor,Expulsion (severe cases),Confirmed,F
404,U2024/506968,Cynthia Adegoke,Female,200,Computer Science,STA201,Probability Theory,2024-10-13,10:45,90,25,New Hall,J30,Mr. T. Okeke,Disorderly conduct,Yes,Scripts exchanged mid-exam,Score Cancelled (0),Confirmed,F
405,U2023/345770,Collins Oshodi,Female,400,Mathematics,EEE203,Circuit Theory,2025-05-21,15:30,180,60,Engineering LT,G37,Mr. T. Okeke,Threat/harassment of invigilator,Yes,Scripts exchanged mid-exam,Suspension (2 semesters),Pending,D
406,U2022/546800,Adewale Omojola,Female,200,Statistics,CSC301,Operating Systems,2024-03-27,12:45,180,50,Engineering LT,F52,Dr. L. Ekanem,Impersonation,Yes,Scripts exchanged mid-exam,Suspension (1 semester),Confirmed,D
407,U2020/924047,Opeyemi Adelakun,Male,200,Mass Communication,CSC101,Introduction to Computer Science,2024-08-27,12:00,120,25,Main Hall B,B24,Dr. A. Musa,Copying from neighbor,Yes,Offered inducement after paper,Suspension (1 semester),Confirmed,D
408,U2022/962253,Miriam Bello,Female,300,Business Administration,IFT212,Systems Programming,2024-11-05,12:15,180,40,CBN Annex,N42,Dr. A. Musa,Bribery attempt,No,Raised voice; disrupted hall,Expulsion (severe cases),Pending,F
409,U2023/907540,Hannah Odeyemi,Male,400,Mechanical Engineering,CSC307,Database Systems,2024-08-20,11:45,90,60,New Hall,H55,Mrs. P. Lawal,Disorderly conduct,Yes,Notes found under question paper,Score Cancelled (0),Pending,E
410,U2024/414192,Blessing Ogunyinka,Male,200,Business Administration,POL204,Nigerian Government,2024-01-10,15:30,120,40,CBN Annex,N03,Mr. T. Okeke,Unauthorized material (calculator),Yes,Whispering repeatedly despite warnings,Expulsion (severe cases),Confirmed,F
411,U2022/197770,Ada Udo,Male,400,Economics,STA201,Probability Theory,2024-07-28,14:00,180,60,Main Hall A,M39,Dr. L. Ekanem,Impersonation,Yes,Notes found under question paper,Expulsion (severe cases),Pending,D
412,U2022/530819,Collins Ogunbote,Male,400,Business Administration,CSC301,Operating Systems,2024-07-29,11:30,180,25,Auditorium,J27,Dr. L. Ekanem,Disorderly conduct,Yes,Student observed using phone camera,Score Cancelled (0),Confirmed,E
413,U2024/851589,Yusuf Ekanem,Female,200,Political Science,IFT212,Systems Programming,2024-07-29,12:45,150,40,CBN Hall,A10,Dr. L. Ekanem,Threat/harassment of invigilator,Yes,Student observed using phone camera,Suspension (2 semesters),Pending,F
414,U2022/834335,Peter Otedola,Female,200,Biochemistry,MIC301,Microbiology Techniques,2024-12-02,15:45,150,25,CBN Annex,N55,Mr. T. Okeke,Use of mobile phone,Yes,Programmable calculator with stored notes,Score Cancelled (0),On Appeal,D
415,U2024/406068,Femi Ogunleye,Male,400,Mass Communication,MIC301,Microbiology Techniques,2025-01-28,10:00,150,25,New Hall,G49,Mrs. P. Lawal,Impersonation,No,Student observed using phone camera,Suspension (1 semester),Pending,F
416,U2023/499670,David Bello,Male,100,Biochemistry,CSC301,Operating Systems,2024-11-29,14:45,90,50,Engineering LT,A01,Dr. R. Hassan,Impersonation,Yes,Student observed using phone camera,Suspension (2 semesters),Confirmed,F
417,U2021/593656,Opeyemi Ogunbote,Male,300,Physics,CSC307,Database Systems,2025-04-20,15:45,60,25,Main Hall A,K07,Mr. T. Okeke,Bribery attempt,Yes,Identical answers with neighbor,Expulsion (severe cases),Confirmed,C
418,U2024/326667,Omoni Okoye,Male,200,Information Technology,MAC201,News Writing,2024-01-12,12:15,150,50,Engineering LT,M20,Dr. L. Ekanem,Collusion/whispering,Yes,Notes found under question paper,Expulsion (severe cases),Pending,E
419,U2022/960384,Zainab Okolo,Male,400,Statistics,CSC205,Data Structures,2024-07-25,11:30,90,40,CBN Hall,B52,Mr. T. Okeke,Use of mobile phone,Yes,Whispering repeatedly despite warnings,Score Cancelled (0),Pending,B
420,U2021/211028,Esther Iwuanyanwu,Male,100,Political Science,EEE203,Circuit Theory,2024-11-30,13:15,180,40,Main Hall A,G42,Mrs. J. Obi,Bribery attempt,Yes,Notes found under question paper,Suspension (2 semesters),Confirmed,E
